id;text
as far as i know , gene siskel and i are the only ones willing to admit that we dug it . 
the first time i saw the cable guy , in theatres , i was in super critic-mode , and didn't really like it . 
however , due to the fact that hbo shows the movie every single day , i've had time to lean back , relax , and take in the film . 
and to my surprise , it grew on me . 
the plot is rather simple : broderick plays a guy named steven who befriends his cable guy , played by carrey , then is stalked by him when steven tries to break off the relationship . 
see , steven's been having some problems with his girlfriend , robin ( leslie mann ) , and he doesn't think he has any more room in his life for a new friend . 
also , some of the cable guy's antics have been creeping him out . 
carrey , as the cable guy , gives steven various aliases , which later we find out are all tv characters : larry tate , chip douglas , ricky ricardo , etc . he apparently lives in his cable van , and while many critics didn't enjoy this newer , darker , less-manic performance from carrey , i thought it was interesting and rather well-done . 
for me , its not the movie as a whole that's enjoyable , but rather several individual scenes : a karaoke jam at steven's apartment , a medieval fight at a theme restaurant , and a bathroom beating ( a la liar , liar ) , just to name a few . 
perhaps the fact that more of carrey's humorous side comes out during these scenes is what makes them so funny . 
and if you really want to see something , you've got to hear his version of jefferson airplane's ' somebody to love ' , sung at the aformentioned karaoke jam . 
the cable guy has its bad spots , like most any movie . 
i didn't particularly like steven's girlfriend , and i felt that more focus should have been used on the relationship between steven and his best friend . 
also , the ending , while having you fooled for a moment , is rather contrived , and somewhat dissapointing . 
still , i found the cable guy to be a worthwhile venture ; if you're at the video store and can't think of anything to rent , i suggest you try it out . 
or if you have hbo , just wait till it comes on ( you won't have to wait long . ) 
hell , that's what i do every day . 
"

46;" ' knock off ' is exactly that : a cheap knock off of an action movie . 
it's also the worst movie i have seen thus far this year . 
i figured it would be at least a couple of months before i saw the worst film of 1998 , but alas , it has already been found . 
jean-claude van damme stars as ( i think ) a designer jeans executive who discovers his half-brother has been supplying him with cheaper goods . 
rob schneider plays van damme's partner , and rochon plays . . . 
actually , i have no idea who rochon was supposed to be . 
she just sort of popped up halfway through without an explanation as to why she was there . 
many things are not explained in this film , but i do know that for some bizarre reason , van damme seemed to be doing a jackie chan impression throughout the flick . 
where chan comes off as endearing in his ' normal guy ' character seen in many of his films , van damme just comes off as a wimp . 
we're never given any clear explanation as to the basis for many of his actions . 
to be more clear : i did not even know who he was supposed to be until about an hour into the movie , and even then , it was not made too clear . 
the film has been directed in the style of some strange film experiment gone horribly wrong . 
tsui hark ( who directed van damme's last movie , the bad , but not nearly as bad as this , ' double team ' ) never lets the camera rest for a second , and that's no exaggeration . 
we are even treated to a five second shot from the point of view of van damme's foot entering a shoe . 
fabulous ! 
seriously , though , i have no problem with directors who want to play around with film conventions , as long as they don't get carried away . 
for example , look at sam raimi . 
 ' army of darkness ' , one of his best movies , features some of the most inventive camera work i have ever seen , but raimi never lets the special effects get in the way of story . 
that's a concept that tsui can't seem to grasp . 
the special effects and outrageous camera angles * rule * ' knock off ' to the point where the audience doesn't have a clue as to what's happening any more . 
another problem with the film is that it looks cheap . 
the film stock used is of such low caliber that i thought i was watching one of those chinese films shown really late at night . 
and for some inexplicable reason , everyone's voice seems to have been dubbed . 
even the stars . 
and even the special effects , seemingly the only aspect of the film the director actually cared about , are inconsistent . 
for example , there is a scene in which van damme drives a car out of a window . 
the car slams into the ground , and the left wheel is completely destroyed . 
seconds later , the car drives off at full speed . 
hey , i have no problem suspending my disbelief in an action movie , but a line must be drawn somewhere . 
finally , the acting . 
nobody gives a good performance in this film . 
van damme , an actor i usually like , is way off the mark playing ' everyman ' . 
and schneider , here to provide comic relief i assume , is totally unfunny and over acts his way through every scene . 
even the usually solid paul sorvino gives a terribly over-the-top performance as . . . 
once again , i have no idea who he was supposed to be . 
in case i haven't yet made it clear enough , ' knock off ' is the worst movie of van damme's career and possibly the worst movie of the decade . 
and it's not even one of those movies that's so bad it's funny . 
it's too inept to be funny . 
there are no redeeming factors in ' knock off ' and i seriously hope that every print of this film is burned to a crisp and that somehow my memory of watching the film can be erased . 
"

47;"when bulworth ended , i allowed myself a sigh of relief : ? it is possible for me to enjoy political satire . ? 
there have been several recent political films that didn't do a whole lot for me -- wag the dog , for instance , i found to be an intelligent but heartless film , while primary colors is unbearable and unwatchable in its awfulness . ? 
bulworth is a far better film than these , both in its execution and lasting impression . ? 
it's a tremendously funny and intelligent picture , but it also has an emotional center -- writer/director/star warren beatty allows the audience to identify with his character , and , in turn , we like him and actually care about the story . 
 ? 
beatty plays incumbent democratic senator jay billington bulworth ; the film opens and we see bulworth sobbing as he watches his television spots over and over again . ? 
he hasn't slept in days , nor has he eaten , and , almost instantaneously , he goes insane . 
 ? he's not stark raving mad ( not outright , anyway ) , but he's definitely bonkers . 
 ? it's the final weekend of his campaign , and his assistant , murphy ( oliver platt ) has written him a speech to feed to a group of black people in a church in the ghetto . 
 ? bulworth begins the speech , but suddenly goes off track and just starts being honest . ? 
 ' you mean , ' one lady asks , ' the democratic party doesn't care about the african american community ? ' ? 
 ' well , ' he shouts , laughing , ' isn't that obvious ? ' 
the story is propelled by a device in which bulworth puts out a contract on his own life ( he muses later that it's a bad thing to make decisions when you're suicidal ) ; he keeps seeing a man in sunglasses ( graham beckel ) whom he believes to be the hitman . 
 ? bulworth also meets nina ( halle berry ) with whom he becomes infatuated . 
 ? suddenly , in the short span of this weekend , bulworth's no-nonsense ' truth in politics ' methods become a national sensation , and he shoots ahead in the polls despite the fact that he's appearing on television wearing gang clothes and spewing more profanity than coherent sentences . 
beatty's work on both sides of the camera is excellent . ? 
his script and direction are both extremely sharp , as is the surprisingly strong characterization of bulworth himself . ? 
here is a man who's reached his limit , and his way of lashing back is by screwing over the entire political structure . ? 
i like that the film doesn't take a clear shot at any of the political parties or affiliations , but at politics in general and how everything is run by the rich ( although the anti-rich sentiments do get a bit tiresome by the end of the film ) . ? 
some of the segments are simply hilarious , such as a lengthy rap that he delivers at a luncheon dedicated to him . ? 
much of the film is completely absurd , but that's the fun part about it . ? 
it's an angry , serious film at the core , but the package that beatty has created is so much more accessible than recent attempts in the genre . ? 
what adds to this feeling is beatty's portrayal of bulworth ; this is a performance that deserves recognition on a higher scale . 
 ? beatty is so much fun to watch here -- he's always funny , but he's also subtle in ways that flesh out his character without dialogue or hugely noticeable actions . 
 ? beatty is so good that bulworth , despite his shortcomings as a human being , is an entirely sympathetic and likable character almost from the beginning . 
the supporting cast is vast and colorful . ? 
berry is luminous , as always , and adds to her repertoire of solid supporting roles . ? 
don cheadle has a good role as a drug dealer who uses gun-toting toddlers to do his dirty work . ? 
oliver platt is an actor who should be careful , for someday i fear he may induce a heart attack with the intensity of his acting ( though he's very funny to watch ) . ? paul sorvino adds the southern accent to his list of mastered inflections . 
is bulworth offensive ? ? 
i suppose some may see it that way . ? 
i wasn't offended by the film , but then again , i hardly care about politics . ? 
i think that people who find this film offensive will just be blindsided by the honesty of the story . ? 
the film isn't perfect , of course -- the ending didn't quite work for me , and the a few of the scenes between bulworth and nina feel forced ( although the eclectic dance sequence is fantastic ) . ? 
but these are minor quibbles about an otherwise brilliant film . ? 
bulworth is a smart , uproariously funny picture that proves to me that political satire can scratch far deeper than the surface . ? 
"

48;" ' snake eyes ' is the most aggravating kind of movie : the kind that shows so much potential then becomes unbelievably disappointing . 
it's not just because this is a brian depalma film , and since he's a great director and one who's films are always greeted with at least some fanfare . 
and it's not even because this was a film starring nicolas cage and since he gives a brauvara performance , this film is hardly worth his talents . 
it's worse than that . 
it's aggravating for the sole reason that its story could be so much more , could be totally intelligent , and it opens up with absolutely no subtlety that it will be handled complexly and intensely . . . then at one point in the movie makes on wrong turn that leads it to the hall of fame of half-assedness . 
or more deservedly , the hall of fame of the eighth-assedness . 
in certain circles , ' snake eyes ' was being advertised as a kind of modern day version of kurosawa's classic ' rashomon , ' where a crime is told from the four different ( and i mean different ) perspectives , and it looks as though it may actually be just like this with the opening , which , i might add , is superb . 
in one very very very long steadicam shot , we meet the protagonist , crooked atlantic city detective , rick santoro ( cage ) , and follow him before a boxing match as he talks on his cell phone with his wife , interupts a pay-per-view event on tv , chases down a gambler , enters the arena all pumped up for the fight , sits down and talks with his bud , kevin dunne ( gary sinise , who's character should not be confused with that of actor kevin dunn , who's also in this ) , and watches as it happens . 
there's a big name in the crowd , and that's the secretary of defense , charles kirkland ( joel fabiani ) , who's sitting behind rick , and who gets shot a second after the heavyweight champion , lincoln tyler ( stan shaw ) , is knocked out . 
this all happens in the opening shot , and it creates so many red herrings and possibilities of what happened that it opens this scene up for close examination and total deconstruction . 
what really happened , this film asks , and it sets this film up extremely well for when rick begins to question people and get different perspectives on the scene . . . and 
discovers there's a very good possibility it was a conspiracy . 
as we follow rick trying to learn of more information , we also meet a woman who was talking to kirkland before he was shot ( carla gugino ) , and who flees the scene in a panic , and tries to hide from the cops in the arena and the adjacent casino/hotel since the cops have blocked off the doors so they can get witness' takes on what happened . 
this is all going pretty fine and dandy , and it's extremely interesting to watch . . . then 
it takes one wrong step . 
we follow the wrong character , and we learn of the answer to the mystery too early on , and way before rick can find it out . 
but that's not the worst part of it : it's that it's the one person you didn't think it would be because he was too obviously supposed to be the red herring , the one you didn't think did it because it would be stupid and cliched of that person to be behind it . 
it only gets worse : the film turns into a chase film about half way through the film , and since we already know what happened , we can't rely on rick's investigation to be all that interesting . 
it's as if the film ran out of the guts to be really complex and original about a third of the way in , and decided to just fall back on an easy way out , and that just happens to mean that it has to become less and less credible . 
events become more and more proposterous , and by the end , the film has decided to rely on the worst offender in mysteries like this : the deux ex machina . 
that's where some outside intereference brings the film to a sudden conclusion and makes everything okay . 
this time , it's a hurricane , an out-of-control police car , and a big round ball that adorned the arena . 
what went wrong ? 
depalma and the screenwriter , david koepp , are extremely credible people in their respective fields , and have been known for bringing life and complexity to mysteries such as this . 
depalma , who idolizes hitchcock to death , has done many a film like this , such as his masterpiece , ' blow out , ' where a movie soundman uses movie elements to uncover a conspiracy piece by piece . 
but granted , depalma at least makes it intriguing to watch , what with his over-the-top shot set-ups , notably the beginning and a sequence where the camera pans over top of a bunch of rooms in the hotel , forgetting anything about boundaries . 
at least his direction makes up partly for it . 
then there's koepp , who showed such great ability at making a character's flaws come to life like he did in depalma's earlier ' carlito's way , ' a film that dove right into the life and past of its character and examined him extremely well . 
he can write a flawed character , but his rick santoro seems to be just a half-assed effort . 
he's flawed , and we can see redemption if the story wasn't so formulaic . 
a scene towards the end where he has to make a fatal decision is cheapened by the fact that his answer has no emotional buildup . 
he may as well have said the opposite of what he says ; it would have at least gone with what the character was like . 
this is the most disappointing kind of film because it promises intelligence and complexity , because it promises disection of a flawed character and perhaps even redemption , then pulls the rug from under us just as we were about to be convinced it would be able to go all the way . 
as i was watching the first half hour , i couldn't wait to see how the mystery would be unearthed , how many different perspectives he'd be given , and perhaps he'd have to make a choice between who's he has to believe . 
now there's a film . 
unfortunately , the film has two major deux ex machinas : one in the disasterous ending ; the other , about a half hour in when the film goes into autopilot and becomes a stale and recycled piece of crap we've seen all too much before , but never from someone like depalma . 
"

49;"call 911 for the cliche police if you must , but the eyes are the window to the soul . 
the finest actors working in films are those who can command the screen with a gaze : paul newman , ralph fiennes , anthony hopkins , morgan freeman . 
you look at these men on screen and you can tell without them saying a word that there is something going on in their minds , that the characters they play are real human beings . 
we will never have a chance to discover if tupac shakur could have been a great actor , but he had that unique quality in his eyes . 
in gridlock'd , an oddly effective combination of gritty drama and social satire , shakur and his co-star tim roth take sketchy characters and make them exciting to watch through the pure energy of their talent and chemistry . 
shakur and roth play ezekiel ' spoon ' whitmore and alexander ' stretch ' rome , two detroit buddies who share a spoken word/jazz trio , an apartment and a drug addiction with cookie ( thandie newton ) . 
when a new year's eve party ends with cookie comatose after a drug overdose , spoon and stretch begin to wonder if they are living on borrowed time . 
they soon make a new year's resolution to get into rehab , but that proves to be easier said than done . 
as though the temptation to fix were not hindrance enough , spoon and stretch also find their attempts to get clean hitting a road block of bureaucracy , confusion and red tape . 
the government might be the least of their obstacles , however , as they find themselves suspects in the murder of a drug dealer , and on the run from a nasty thug ( vondie curtis hall ) . 
in order for you to buy into gridlock'd at all , you have to accept it as a surreal odyssey rather than as urban realism ; unless spoon and stretch sleep through an entire day at the hospital after bringing in cookie , they are going to government offices on new year's day , in which case they should be thankful they get any help at all . 
gridlock'd may actually be a response to the fatuous social commentary of another urban odyssey , 1991's falling down , which found a besieged middle class white male venting his righteous anger against the system during a trek through inner city los angeles . 
in falling down , michael douglas' d-fens ( the character's personalized license plate , echoed in gridlock'd by the drug lord d-reper's plates ) whips out a gun because he can't get breakfast at mcdonald's ; in gridlock'd , spoon and stretch are unarmed against the demands placed on them before they can get into a rehab center . 
and where the unhinged d-fens became a heroic surrogate for audiences , writer/director vondie curtis hall refuses to let spoon and stretch off the hook for their own part in the situation . 
one bureaucrat responds to a tirade from stretch with the question , ' do you expect the world to stop . . . just 
because you picked _today_ to clean up ? ' 
the world in gridlock'd is just as frustrating as the world in falling down , but the cathartic moments yield no easy answers this time . 
hall has some interesting things to say about what we expect from the system , but perhaps not enough of them . 
a significant chunk of gridlock'd is devoted to spoon and stretch's flight from d-reper and from the police , and those sub-plots serve up some thoroughly predictable moments . 
in one scene , stretch scares off d-reper by getting chummy with a police officer ; another presents that old chestnut of the two mistakenly-suspected heroes in a public place watching a television news report of the crime which shows their pictures . 
the entire sequence of events seems designed merely as an excuse to get spoon and stretch running , while the other primary plot has them standing in line or sitting down much of the time . 
hall also plays with gratuitous inserts of drug paraphernalia and flashbacks to the day before the film's main events , perhaps making a particular effort to point out the talent the characters are wasting through self-destructive behavior . 
oh , the irony of it . 
tupac shakur made a career in music and movies playing the hard case , and living the life to back it up . 
in gridlock'd , shakur gets the chance to play someone who has seen enough of the way his life could go to know that it scares him . 
spoon is an idea for a character at best as written by hall , but shakur displays an intelligence and survival instinct which struggle with his addiction . 
mostly it comes through those eyes , eyes with none of the hardness you might expect from the infamous gangsta . 
it is spoon who plays conscience to stretch's pure appetite , and roth plays stretch with a gleeful self-destructiveness ( he reveals that he is hiv positive even as he is preparing to shoot up again ) which is as much an obstacle to spoon's goal as any agency or enemy . 
gridlock'd's most cruelly comic scene finds stretch ' helping ' spoon get into an emergency room by repeatedly stabbing him with a tiny pocket knife , and it becomes an appropriate symbol for how the company he keeps has slowly drained the life out of him . 
with friends like that , spoon doesn't need enemies , and shakur looks at stretch with the tired eyes of a man who has seen too much . 
the tragedy now is that we won't get more chances to see those eyes again . 
"

50;"forgive the fevered criticism but the fervor of the crucible infects . 
set in 1692 at salem , massachusetts , the crucible opens with a group of teenage girls passionately singing and dancing around a boiling cauldron in the middle of a forest under the glow of a full moon . 
they beckon the names of men as the targets of their love spells . 
then one of the girls lets her hair down and sheds her clothes . 
not to be outdone in her quest to regain the attention of john proctor ( daniel day lewis ) , abigail ( winona ryder ) suddenly seizes a chicken , beats it against the ground and smears her face and lips with the fresh blood . 
taking even adolescent hormone surges into account , surely this chicken-bashing bit is a bit excessive , especially for prim puritan sensibilities ? 
surely to the puritan eye this is as close to a coven of witches as it gets ? 
the crucible errs from the beginning and arthur miller's name should be summoned for blame here for the addition of the above scene to his screen adaptation of his play . 
this is far from a harmless event , a bad start to an already shaky morality tale . 
the play describes the film's opening scene during tense exchanges that makes one wonder about the veracity of both accusation and reply , and this adds to the play's charged atmosphere . 
in the film , the opening scene becomes an unintentional pandora's box . 
not only is credulity stretched but abigail's obsession is unfortunately spotlighted . 
it positions the crucible more as a cautionary fable about obsessive and malevolent women than against witch hunts ; it will bring back the memory of a rabbit boiling away in a pot . 
not surprisingly , the nighttime forest frenzy does not go unnoticed and when two girls fail to wake the following morning , witches are invoked by those eager to blame . 
when the girls are questioned , their confession of guilt is accompanied with an announcement of their return to god and they are thereafter converted to immaculate witnesses , led lustfully by abigail . 
with alarming synchronicity our hormonally-advantaged girls zealously gesture and point accusing fingers at innocents , constant reminders that abigail's passion sets all this into inexorable motion . 
abigail seizes on this opportunity to rid herself of her rival for john proctor's love , his wife elizabeth ( joan allen ) , by including her among those accused of witchcraft . 
appropriately narrow-waisted and equipped with a distractingly white smile ( watch his teeth deteriorate much too quickly to a murky yellow ) , day lewis plays the dashing moral hero with an over-earnestness that longs to be watched . 
director nicholas hytner is guilty of encouraging day lewis' foaming-mouth fervour with shots where we stare up at proctor as if he was mounted on a pedestal for our admiration . 
otherwise , hytner's direction is unremarkable . 
ryder's performance as abigail is as consistent as her mood swings . 
her fits of frenzy are energetic enough but the quieter moments are less successful . 
abigail supposedly revels in her newfound power , but ryder fails at being convincingly haughty although there is much haughtiness to spare here . 
paul scofield is fine as the overzealous judge danforth , but the incessant moral posturings of all the characters along with the recurrent histrionics of the young girls pricks at the nerves . 
probably because she is the only refuge of restraint amidst all the huffing and puffing , allen's elizabeth comes out as the most sympathetic character . 
a scene near the end featuring a private conversation between the imprisoned elizabeth and john is undeniably powerful because for once we are given a reprieve from the moral bantering and the human consequences are revealed . 
unfortunately , when john's audience again increases to more than one his urge to pontificate returns and the human urgency of his situation is lost . 
it is clear that miller meant well but i do wish he did it with more delicacy and fewer diversions . 
his screenplay is an imperfect creature with the distractions coming out as loud as the message . 
the result is a clumsy muddle - i felt like the chicken from the opening scene , head ceaselessly banged with piousness too heavy-handed to be wholly believable . 
when the gallows beckoned , it was sweet release indeed . 
far from bewitching , the crucible tests the patience . 
"

51;"one might expect a cathartic viewing experience walking into a new jean-luc godard film . 
after all , he was a founding member of the highly influential french new wave . 
he is also an esteemed film critic , lending intelligence and historical perspective to us in much of his writing . 
however , his latest creation , in praise of love , is possibly the most exasperating film experience of the year . 
the abstract concept on which the film is based had merit , to dissect love into the following four categories : meeting , physical passion , quarrels , and reconciliation . 
these four universal truths would be revealed through three different couples : young , adult , and elderly . 
it is edgar's ( bruno putzulu ) self-appointed task to capture these moments after a recent breakup , to define a central idea : ' it's only when things are over that they make sense . ' 
whether this project will end up a play , film , or opera remains undecided . 
the thesis is simple enough that , if played right , it could really hold sympathetic value for anyone . 
instead what ensues is an hour and a half of repetitive vignettes , the next scene no more engaging than the last . 
only once does any character utter something worthwhile , but by the time it happens you're so thoroughly bored you can easily miss it . 
but don't fret , it will surface again . 
you could easily sleep through whole sections of the film ( as some fellow critics did ) and wake up in a scene exactly like the one you nodded off in , not having missed anything worthwhile . 
but you hold hope for some time . 
the background music keeps you in a state of urgency , and even suspense , for the first few conversations . 
it's only after repeated failures to pay any of this off that you lose all hope . 
and with speeches like , ' i am thinking of something , but i can only think of that something when i am thinking of something else , ' how can you expect to hold anyone's interest ? 
to godard's credit , he certainly knows how to frame a scene . 
the black and white footage used for the first half of the film is starkly beautiful . 
watching edgar read while walking along a train track on a mountain makes you wish you had something to ponder along with him . 
and if this film had anything poignant to say , you would have , which makes you all the angrier at the numerous missed opportunities . 
the environments , be it city or country , are impeccably captured in crisp detail , but the script never complements them . 
unfortunately , godard also manages to pillage his photographic eye by randomly cutting to black numerous times within any given scene . 
sometimes these breaks are used for chapter headings , but these are even more cryptic than the spoken words . 
the second half is composed of nauseating hyper-color that often blurs the image . 
you suddenly feel like a doomed character straight out of scanners . 
the only scene that makes any sense is one that complains about the united states bastardizing history in the making of movies . 
steven spielberg is picked on in particular . 
while i'll grant that this does happen , and i tend to shy away from watching such garbage , it's still a pointless focus for a film that purports to articulate the specific qualities of couplehood . 
it just goes to show , an intelligent person isn't necessarily an admirable storyteller . 
the days of breathless are no more . 
"

52;"hilarious , ultra-low budget comedy from film school dropout kevin smith chronicles a day in the life of two convenience store slackers ( brian o'halloran and jeff anderson ) . 
they spend most of their day ignoring customers while discussing everything from fellatio to self-fulfillment . 
the premise is strictly sitcom and the photography is grainy as all get-out , but you could spend ten times the film's budget ( a reported $27 , 000 ) and still not get dialogue half as good as this . 
originally rated nc-17 for language . 
not recommended for viewers with sensitive ears . 
killing zoe =========== 
remake reservoir dogs as a french art film and you're halfway to killing zoe , writer/director roger avary's slow-moving story of a failed bastille day bank robbery . 
eric stoltz stars as an american in paris who gets in * way * over his head when hooks up with a band of nihilistic bank robbers . 
he's the safecracker who's blissful unaware that the bank job is a botch job from the word go . 
though intriguing on all fronts , the film is paced at half the speed of pulp fiction , which avary co-wrote with quentin tarantino . 
in english and french . 
the road to wellville ===================== 
based on the novel by t . coraghessan boyle , the road to wellville doesn't go very far . 
bowels , bowels , and more bowels are explored by dr . john harvey kellogg ( a buck-toothed and bespectacled anthony hopkins ) , who , in the early 1900's , advocated abstinence , vegetarianism , and frequent defecation . 
he also invented the cornflake . 
really . 
checking-in to kellogg's battle creek sanitarium are matthew broderick and bridget fonda , just two of the many well-known faces in this failed comedy . 
leave your laughter at the door and you can marvel at the unfunny antics of john cusack , michael lerner , lara flynn boyle , john neville , and dana carvey . 
the art direction is impeccable and some of the early sequences are amusing , but the novelty quickly wears off as writer/director alan parkers tries his darnedness to turn doo-doo into drama . 
what he ends up with is something that i can't print here . 
phew ! 
stargate ======== 
lawrence of arabia meets star wars . 
this epic sci-fi film is more sheer spectacle than anything else . 
director roland emmerich ( universal solider ) shamelessly rips off lucas and spielberg and just about any other cosmic cliche that he can lay his hands on . 
the film is overlong , the characters are cardboard , and the script is filled with some of the most laughable details in modern sci-fi history . 
that said , there's still plenty to watch here . 
sci-fi fans should enjoy the sculpted sands , the morphing headdresses , and a surprisingly spunky james spader . 
he plays the egyptologist who gets to prove his theory that that ' somebody else ' built the pyramids . 
less interesting are co-stars kurt russell and jaye davidson of crying game fame . 
star trek generations ===================== 
trek fans may be more forgiving , but , for the rest of us , the sluggish star trek generations is a mixed bag at best . 
the story is interesting , but each scene goes too long . 
the cast is earnest , but the direction lacks punch . 
and so on . 
 ( the best example of the latter is a klingon comeuppance that delivers none of the impact of a similar scene in star trek ii . ) 
original enterprise captain james t . kirk appears on both ends of the story , though they cut the scene where shatner turns to the screen to plead ' get a life . ' 
remarkably unremarkable . 
miracle on 34th street ====================== 
in a season of the specialist and pulp fiction et al , maybe a remake of miracle on 34th street * is * necessary . 
john hughes certainly believes in santa claus and his les mayfield-directed production does nothing to tarnish the memory of the 1947 original . 
the romance between costars dylan mcdermott and elizabeth perkins doesn't work too well , but the film makes a strong case that richard attenborough is the definitive kriss kringle . 
his chemistry with children can moisten any eye . 
no claus for alarm . 
junior ====== 
arnold schwarzenegger pregnant ? 
sure , billy crystal did it before in rabbit test , but the sight of schwarz with a bulging belly is a casting coup comparable to dustin hoffman in tootsie . 
what should be nothing more than a one-joke premise actually gets better as it goes along . 
director ivan reitman ( dave , twins ) wisely keeps the farce to a minimum , so the first hour moves slower than you might expect . 
don't expect too many yuks from danny devito , but you can't beat those early romantic scenes between emma and arnie . 
how's * that * for a collision of acting styles ? 
"

53;"america loves convenience . 
after all , we're the culture that invented the cell phone , the 24-hour atm , and my most beloved , the remote control . 
yet perhaps this time , with ghosts of mars , we have taken our love of convenience to far . 
ghosts of mars stars natasha henstridge as a tough as nails , pill-poppin' , martian cop , sent with her squadron to retrieve ' demolition ' williams ( ice cube ) from a remote mining town for trial back home . 
when she and her comrades , appropriately dubbed ' the commander , ' ' the rookies , ' and the guy with the cool accent discover the town's residents slaughtered , they are forced to team up with williams to escape from the remaining residents' head-chopping , alien-possessed clutches . 
filled with a lovely overuse of storytelling flashbacks , flashes-sideways , and viewpoint changes , ghosts of mars is a hapless mishmash of poorly constructed dialogue and ill-conceived action sequences . 
the only thing keeping this film from becoming an incomprehensible mess is the sheer idiotic simplicity of its story . 
ripped straight from the pages of a 1970s zombie movie , ghosts leaps from one convenient moment to the next , stopping only to kill the characters which are most convenient to lose . 
attempts at character interaction and development are rare and forced . 
most of these moments come off as kwik-e-mart wisdom , dispensed heartily around the slushee machine of life by the even-tempered streetwise hand of ice cube . 
with a gun in one hand and a dynamite cap in the other , cube reminisces about his street life , comparing the zombie-stomping fun to ' me and my brother when we was kids . ' 
apparently , crime in the bronx has gotten so bad that the residents have actually taken to ritually decapitating one another for entertainment . 
but , even in the film's darkest moments , fate conveniently lends a hand , supplying heavily armored transportation and easily accessible rifles and dynamite . 
yes , in the future , man may travel to space and conquer mars , but nothing beats a good stick of tnt . 
and as we all know , every police station , past , present , or future , keeps a healthy supply on hand . 
characters die , heads are lopped off , but they were only supporting roles anyway , so why should we care ? 
as long as you have plenty of narcotics , immunity is guaranteed . 
eventually though , even the most well-trained zombie alien gets a bit uppity and needs to be taught a lesson . 
what better way than by sacrificing a few minor characters to a convenient nuclear detonation , killing anything the machine guns can't handle . 
explosions are fun . 
and even if the nukes don't get them , the conveniently placed dynamite packs on the train stolen from the set of the road warrior certainly will . 
in the end this film defines itself when our cop's tribunal pronounces , ' is that all you have to tell us ? ' 
for , indeed , john carpenter has run out of things to say , and has instead decided to use whatever is convenient to tell a ridiculously bad story . 
"

54;"for those of us who weren't yet born when the 1960's rock 'n' rolled around , monterey pop affords an affectionate glimpse of the music that influenced our parents to be hippies . 
from otis redding to jimi hendrix , janis joplin to the mamas and the papas , and jefferson airplane to the who , this documentary is jam-packed with contagious energy . 
but i give fair warning that i will reveal the ending , which does not do the rest of the film the justice it deserves . 
shot in 1969 at an outdoor concert that precluded woodstock , the film defies the stereotype of the general population at the time . 
sure , some have painted their faces and smoke joints , but d . a . 
pennebaker ( the war room , moon over broadway ) surprisingly chooses to show a broad spectrum of the audience . 
no matter who is watching , it all comes back to the talented musicians that stir your soul . 
the excitement starts before the music even begins . 
a young girl is cleaning thousands of seats and when asked why by an interviewer , she replies that she feels lucky to do so . 
there are moments of organized craziness as john phillips , leader of the mamas and the papas and one of the concert organizers , tries to get in touch with dionne warwick . 
and when one band is tuning up , a member remarks , ' finally , a decent sound system ! ' 
you can tell just by watching these first few moments that this show isn't about vanity , it's about playing the music you love to those who have an appreciation for it , a two-way street . 
this interaction between audience and performer continues throughout the film and becomes infectious to the audience . 
it's impossible to tear your eyes away from janis joplin as she belts out her ballad about love being a ball and chain . 
and while the lyrics to ' wild thing ' may not be all that complicated , watching jimi hendrix mime having sex with his guitar is as captivating as otis redding singing about love . 
even if you don't recognize every band you see on stage , you can imagine being as enthralled by their work as the public sitting in those seats . 
the only drawback to the film is the ending , which unfortunately i must reveal . 
all the other bands , big names then and still today , got approximately 7 to 10 minutes of screen time . 
in contrast , the last band on camera , a wholly forgettable one , gets an entire 18 minutes of screen time . 
for a film that's only 78 minutes long , that's too large of a chunk , especially when previous acts are much more stimulating . 
all in all , monterey pop is a precious , rare look at a time period that still holds sway over us . 
the variety of music , as well as the beautifully shot performances , are easy to become immersed in . 
if there was ever any question as to why most of these bands were so popular , this is quickly dispelled . 
it's almost depressing to think that music this moving doesn't get made much anymore . 
instead we're stuck with * nsync , the backstreet boys , and jennifer lopez , all of whom should have stuck with modeling . 
"

55;"the most common ( and in many cases the only ) complaint against francis ford coppola's 1972 masterpiece the godfather is glamorising of mafia , which is presented as an institution guided by ancient tradition and virtues like honour , loyalty and solidarity more suitable for some gentler , kinder ages . 
martin scorsese , another italoamerican moviemaker , confronted that perspective with his own , more down-to-earth vision of mafia in 1973 mean streets , movie that dealt with lower echelons of organised crime . 
unfortunately for scorsese , his film was unspectacular and too artsy to compete with coppola's influence on mafia portrayals in the movies . 
seventeen years later scorsese returned to mean streets of new york with another film that dealt with darker side of american organised crime . 
this film was goodfellas , epic black comedy which is today considered as one of the best and most influential films of 1990s . 
goodfellas owes some of its initial success and popularity to the fact that it was based on the true story , told in best-seller book wiseguy by nicholas pileggi ( who would co-write the screenplay for the film ) . 
the book , as well as the film , chronicled thirty years in the life of henry hill ( played by ray liotta ) , irish-italian criminal from new york . 
at the age of 13 he gets recruited in the criminal organisation of paulie cicero ( played by paul sorvino ) , local mob boss , and gradually climbs up the ladder starting with small errands . 
after couple of years , together with his best childhood friend tommy de vito ( played by joe pesci ) , he joins the crew of expert thieves led by jimmy conway ( played by robert de niro ) . 
three of them spend years as best friends and associates , gathering enormous wealth from their criminal enterprises that would culminate with one of the most spectacular robberies in american history . 
